Text,language
Kumbh mela should not be allowed.I do not know which fool gives permission to murder humans from covid19.,en
"@zoo_bear April 2020 - 10 cases per day: Lockdown April 2021 - 2 Lakhs cases per day: IPL, Kumbh Mela, Political rallies  #CoronaSecondWave #COVIDー19 #COVID19 #coronavirus",en
"@PBnrg @SahilBulla April 2020 - 10 cases per day: Lockdown April 2021 - 2 Lakhs cases per day: IPL, Kumbh Mela, Political rallies  #CoronaSecondWave #COVIDー19 #COVID19 #coronavirus",en
"@thevirdas April 2020 - 10 cases per day: Lockdown April 2021 - 2 Lakhs cases per day: IPL, Kumbh Mela, Political rallies  #CoronaSecondWave #COVIDー19 #COVID19 #coronavirus",en
"April 2020 - 10 cases per day: Lockdown April 2021 - 2 Lakhs cases per day: IPL, Kumbh Mela, Political rallies  #CoronaSecondWave #COVIDー19 #COVID19 #coronavirus",en
"Waiting for some @BJP4India leader to say , “Kumbh Mela mein jinhe covid19 hua hai , woh unke paapon ka fal hai. prayashchit karne ke liye KM ek hafta aur khula rakha jayega “",hi
"Will #KumbhMela be cancelled? More than 1,700 people have reportedly tested positive for #COVID19 in 4 days in the ongoing Haridwar Kumbh Mela. Two seers’ groups exit the mela.   @GaonConnectionE   https://t.co/NWGE22JhGm",en
"Haridwar Kumbh Mela: Amid spike in Covid-19 cases, Niranjani Akhada announces conclusion of Kumbh  #KumbhMela #COVID19   https://t.co/nUtcTzST55",in
Last year @BJP4India government couldn't organise train for migrants when daily rise in  cases were just 1000. But this time they organised more than 25 special trains for Kumbh Mela when there are surge in cases of about 1.85lac. #COVID19 #coronavirus @RahulGandhi @narendramodi,en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head dies  https://t.co/qgWaKEsDpi #COVID19 #Covid #KumbhMela2021  #Uttarakhand #Haridwar,en
"Very cleverly you didn't say  ""Kumbh Mela in Haridwar"",  because the pic is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
Whenever you discuss kumbh Mela and Covid19 with special ones ;)  https://t.co/T2b4e2SEMo,en
"Haridwar, INDIA: 🇮🇳 🛕🛕 *KUMBH MELA 2021* *Covid-19: 2nd largest akhada exits Kumbh after Nirwani head dies.*   https://t.co/fx7odh61Zi  #KumbhCorona #KumbhMela #KumbhMela2021 #Markaz #Corona #COVID19",in
Kumbh Mela 2021: Bairagi Saints Annoyed With Niranjani Akhada For Opting Out of The Holy Festival Amid Rise in COVID-19 Cases  #KumbhMela2021 #BairagiSaints #NiranjaniAkhada #COVID19 #Haridwar #Uttarakhand   https://t.co/heUiDNhUwy,en
"@OfficeofUT @RajGovOfficial @ashokgehlot51 pls ensure 100% screening &amp; testing of all these #COVID19 spreading #COVIDIOTS who have started returning from kumbh mela, before they spread the virus in Maharashtra &amp; Rajasthan. @priyankac19 @rautsanjay61",en
"Ignoring their own failures, States complain about Kumbh Mela! #KumbhMela #Corona #Prayagraj #COVID19 #States @cleanganganmcg @COVIDNewsByMIB @swachhbharat @NITDofficial @itvcorrie @BBCHindi @BBCBreaking @BBCWorld  https://t.co/pOQ4RUaIDT",en
"Covid Test Mandatory for Karnataka Pilgrims Returning from Kumbh Mela, Says Health Minister   https://t.co/u9ZXbfrpiF  #karnataka #kumbhmela2021 #kumbh2021 #HaridwarMahakumbh2021 #COVID19 #CoronaVirusUpdates  https://t.co/NWGYUJgco4",en
5-10 years down the lane they'd make a documentary on #COVID19 and it is more than likely to have one whole chapter dedicated to Kumbh Mela,en
"Night curfew in Uttarakhand, but not at Kumbh mela  https://t.co/27pxJGfJe9  #News247live #TBG #LiveStockRates #COVID19 #COVID19Pandemic #GangaSnan #Haridwar #KumbhMela #KumbhMela2021 #Mahakumbh #MahaKumbh2021 #NiranjaniAkhara #Sadhus #ShahiSnan #NightCurfew #Uttarakhand  https://t.co/JeQxOriPIn",en
"After Uttar Pradesh ,MP became Maut ka Shehar ,Due to Kumbh Mela &amp; election rallies cases are on its peak crossed 2Lakk cases just coz of Shahi Snan in Haridwar  ThoughMP hitting worst &amp; this happens When you vote for Mandir over hospital .  Gobar over Medical science . #COVID19  https://t.co/yNeDiVN24D",en
"Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019....  What was your intention?     बन्द कर दो ये सब, हमसे न चलेगी होशियारी तुम्हारी @zainabsikander  #KumbhMela2021 #Covid19",und
"Epitome of Hindu Paradox in Kumbh Mela 2021-  *No Fine or Lathi for Covid19 protocol violation. *Naked men considered holy whereas women are.. *Name similar to Kumbhkarn's child Kumbh. Nephew of Ravan, a Rakshas who kidnapped wife of their most beloved God - Ram. #CoronaPandemic  https://t.co/WM4Wi7xYMb",en
Karan Wahi Receives Death Threats For Commenting On Naga Babas Gathering At Kumbh Mela  https://t.co/JBwUtKhCEF #karanwahi #kumbhmela #covid19 #television #indianpromusicleague,en
"@zainabsikander Oye Dumbo this picture is 3years old of Prayagraj, not of Kumbh Mela of 2021. Atleast do have any idea where is Prayagraj and where is Hiridwar is? And all devotees entered Kumbh Mela were tested for Covid19 and let's sink with this.",en
"@zainabsikander Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
2lac+ cases reported in last 24 hours and still...  1.Kumbh mela is not being cut short. 2.Thousand of people gathered for Pidakal War in Andhra.  Religion is going to to destroy this country. And for a fact religion is supposed to make us civilized.  #COVID19,en
"In view of the #COVID19, there is a dire need to end the #Kumbh_Mela because time will be give many opportunities for life but if the people dies due to religious dogma then the whole family will suffer.  Don't compete with those who produce children in bulk &amp; life has no values.  https://t.co/uamMn5gCtu",en
@mariawirth1 We can't rule out spreading Covid19 in Kumbh Mela,en
"#fridaymorning Due to rise in #COVID19 cases, 2 Of 13 Akhadas Opt Out Of #KumbhMela Niranjani Akhada and Tapo Nidhi Shri Anand Akhada, 2 of seers participating in the Kumbh Mela, decided to exit the event. Highly Appreciated 🙏 #KumbhMela2021  #CoronaSecondWave  #COVID19India  https://t.co/2BCNh46zUU",en
ಮಹಾಕುಂಭ ಮೇಳ ಸ್ಥಗಿತಗೊಳ್ಳುವ ಸಾಧ್ಯತೆ   https://t.co/ss8El2QiZU  @v21newskannada  #v21newskannada #v21news #kannadanews #kumbhmela #kumbh #mela #kumbh2021 #corona #covid19 #secondwave  https://t.co/ln7i2E4nLB,kn
@TIRATHSRAWAT Yogiji ko kumbh mela bula lijiye. Ganga me dubki laganey sey #COVID19 mar jayegi...  Hai na?,in
Karnataka govt asks Kumbh Mela returnees to isolate themselves and undergo COVID test   https://t.co/8ra0HJ3Vet  #Bengaluru #Bangalore #Karnatakagovernment #KumbhMela #Pilgrims #Haridwar #quarantine #coronavirus #Covid19 #HealthMinister #DrKSudhakar @mla_sudhakar,en
"@zainabsikander Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
Kumbh Mela 2021: 30 Sadhus Test COVID-19 Positive in Haridwar  https://t.co/kpcRH3pHRh #KumbhMela2021 #Sadhus #COVID19 #Haridwar,in
"Here are few updates on Kumbh Mela as more than 2,000 pilgrims tested positive for Covid-19 at the gathering in Haridwar.  #KumbhMela #COVID19 #COVIDSecondWave  https://t.co/sDHY72QoGB",en
Amit shah  👉  https://t.co/btqQ71PEBu HarshVardhan  👉  https://t.co/W6Hbu6Cpm6 Election commission  👉  https://t.co/wFUUs1b3Ml Kumbh mela n hindus  👉  https://t.co/eWGWUXRoXh #COVID19 #COVID19India #COVID19Vaccine,fi
"@narendramodi @drharshvardhan the only way to brk d Covid19 chain is Vaccination...Stop expiration d vaccine, lift d age band of 45 yrs..Cancel Kumbh Mela .Increase testing exponentially..Shut down Lock down will not help..And u guys learnt nothing from last yr.SHAME",en
#save india from covid spread by politicians rally and crowded kumbh mela where lakhs of peoples are coming together and violating Covid19 restrictions,en
Photos/videos being shared of kumbh mela gathering are old ones. The people sharing old videos of Kumbh  .Why such kind of fake news sharing on social media..One person shared video ..#watch real fact.  #KumbhCorona #KumbhMela #KumbhDuringCovid #COVID19 #coronadebat  https://t.co/m34vzVKInW,en
Modi sir please stop the elections rally and the kumbh Mela which could spread COVID19 in a very worst manner due to this doctors will be under pressure again and getting over it would be very difficult to India.,en
UP and Bihar registered an unbelievable Covid19 spike of 934% and 1050% in a week (NDTV). Kumbh Mela will continue till April 30. God help us!,en
Kumbh Mela 2021: 30 Sadhus Test Positive For COVID-19 in Haridwar So Far #KumbhMela2021 #Haridwar #Uttarakhand #COVID19 #Coronavirus   https://t.co/oKJtHKP7a6,en
"Niranjani Akhara, has decided to call off #KumbhMela for its seers on April 17, in view of #Covid19 surge.  Uttarakhand government caps social gatherings but exempts the Kumbh mela.  @AnupamTrivedi26 shares details with @JamwalNews18.  https://t.co/AqVDrhTmVR",en
"Purely Government is responsible for the drastic spread of Corona virus. Corona virus spreads in marriages or family functions, but not in Rallies or Kumbh mela? How can they be such irresponsible!  #COVID19India #COVID19",en
"@_sabanaqvi Average #Covid19 cases/day in last 7 days:  States with Elections: Tamil Nadu: 4,804 Kerala: 4,565 West Bengal: 3,040 Assam: 234  States with NO elections: Maharashtra: 56,664 Chattisgarh: 10,607 Karnataka: 7,162 Delhi: 6,969  State with MAHA KUMBH MELA : Uttarakhand: 935",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
COVID-19 wasn’t our fault. But taking risk with COVID-19 is our fault. Playing the blamegame like passing the parcel btwn political parties is our fault.Counting scores between Tablighi Jamaat in 2020 vs Kumbh Mela in 2021 is our fault.Debating on Vaccines is our fault. #COVID19,en
Dies of #COVID19 complications.  People kept trying to justify the Kumbh Mela citing 'stringent' measures taken to avoid getting the disease.  Huge crowds were always a deal breaker. Understand that.,en
Waiting for @sumanthraman 's view to understand how much of the present infection connected with Sivarathri Mahotsav at Isha and Maha Kumbh Mela which conducted without any #COVID19 protocols  Hope he is neutral and bold to say facts  Lets wait,en
Waiting for @KasthuriShankar 's view to understand how much of the present infection connected with Sivarathri Mahotsav at Isha and Maha Kumbh Mela which conducted without any #COVID19 protocols  Hope she is neutral and bold to say facts  Lets wait,en
Niranjani Akhara exits Kumbh Mela amid rising COVID cases  https://t.co/SKraBeabp7 #India #COVID19 #Haridwar #Uttarakhand  #KumbhMela #KumbhMela2021,in
"Sirf Kumbh Mela ko hi Kyu Target kar rahe ho? Criticism should be from both the sides. Criticise karna hi hai, Toh Sabko karo na. Partiality kyu karre ho? #COVIDSecondWave  #MaskUpIndia  #SocialDistancing  #WashYourHands  #COVID19India  #COVID19  #Emergency  Its not #KumbhCorona  https://t.co/6GkOWnNk2s",hi
"@imMAK02 @IndiaToday Sirf Kumbh Mela ko hi Kyu Target kar rahe ho? Criticism should be from both the sides. Criticise karna hich hai, Toh Sabko karo na. Partiality kyu kar rahe ho? #KumbhMela  #COVIDSecondWave  #MaskUpIndia  #SocialDistancing  #WashYourHands  #COVID19India  #COVID19  #Emergency  https://t.co/ieTFVDsDRA",hi
#COVID19 is real and Kumbh mela is a Disaster!!  #KumbhCorona,en
"I was a modi supporter, @PMOIndia where are you? Why was bloody kumbh mela allowed?! This reminded me of that nayak movie CM,you let our health system crashed for your own political propaganda,are you same like that villain and we were too blind to see it? #angrydoctor #COVID19",en
"Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the #Dehradun hospital after he tested positive for COVID19  #VotesMatterNotLives   @OmarAbdullah  @HansrajMeena @RoflGandhi_ @zoo_bear @Nher_who @kunalkamra88 @ReallySwara @RakeshTikaitBKU",en
"‘Religion will not save India, science will’: Doctor’s view on holding Kumbh Mela despite #Covid19   https://t.co/bRBazO4EBb",en
"This is not negligence. It’s a serious criminal act. Spreading #Covid19 is also like terrorism, and all those who are spreading the virus are traitors. Why is central and state govt. silence over Kumbh Mela crowds during Covid-19? The govt should not sit quietly.  #COVID19India  https://t.co/4RQfbLVtEL",en
"@zainabsikander Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
"@juhiesingh How many peoples will return from kumbh mela to UP, very big worries.  #COVID19",en
"I feel this so much. People keep complaining about Kumbh Mela (rightfully so) and then hold a big ass wedding. While the guests fail to wear masks, they’re exposing vulnerable caterers and other staff to #COVID19.",en
Is it because they’re Hindus ?? Is it because they’re in Kumbh Mela and nothing can happen to those who attend Kumbh Mela ?? Is it because organising Kumbh Mela would benefit the Modi Government  and @BJP4India during the State Elections 🤔🤔🤔?? #HaridwarMahakumbh2021 #COVID19.,en
"Over 1,700 test positive for Covid-19 in Kumbh Mela over 5-day period #COVID19 #KumbhCorona",en
Millions roaming around without a mask at the Kumbh Mela is called DEVOTION.  Thousands attending political rallies amidst a pandemic is called NATIONALISM.  Sitting alone in my own car without a mask is a CRIME.  Jai Hind!   #KumbhMela #COVID19 #pandharpur #WestBengalElection,en
Hindu Khatre Me Hai?   #Kumbh Mela Dekhne Ke Baad Ab toh sach me Lagta Hai Ke #Hindu Ke Saath Saath Poora Desh Khatre Me Hai.  karma....  use #facemask  maintain #socialdistance use #Sanitizer 🙏🙏🙏  #COVID19 #COVID19India #KumbhMela2021 #KumbhMela #TablighiJamaat  https://t.co/KZ4Kbd1ChR,hi
"@zainabsikander Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
There will not be any lockdown till Bengal election and kumbh mela 2021 is not over because parties wants to do rally in bengal and center government do not want themselves to be proven wrong on Kumbh Mela decision!! #COVID19India #COVID19 #KumbhMela2021 #BengalElection2021,en
"In view of the deteriorating situation due to COVID-19, Kumbh Mela has concluded for us: Ravindra Puri, Secretary of Niranjani Akhara  #KumbhMela2021 #KumbhMela #Kumbh #HaridwarMahakumbh2021 #HaridwarKumbh #COVID19India #COVID19    https://t.co/fO5EcYW0rw",en
"@ReallySwara Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun",en
1/3 I want to ask you @myogiadityanath  inCOVID spirituality is more important than saving human beings want to ask every single person who supports kumbh mela in this pandemic showing spirituality is more important than your life #KumbhMela2021 #KumbhMela_CoronaHotspot #COVID19,en
BOOM reached out to a hotel manager and a local journalist who confirmed to us that the viral video was shot at a location far from the main bathing ghat of the Kumbh Mela. #BOOMFactCheck #FakeNews #COVID19 #KumbhMela   https://t.co/Z4LNcpleGF,en
"We had broil for Mandir and Masjid, which are closed now. When did we skirmish for hospital's?  If we have scrap for hospital's, then the situation would have been way finer and way a far cry from. Hospitals Lucknow  Kumbh Mela #COVIDEmergency #COVIDSecondWave #COVID19  https://t.co/1DfvocdIlm",en
Holding and attending Kumbh Mela during COVID19 scare should be counted as a sin,en
Agar phirse lockdown ho sakta hain to kumbh mela kyu band nahi karwa sakte yeh situation mein jaha 2 lakh cross kar chuka hain india...?? #KumbhCorona #CoronaCurfew #COVID19India #COVID19 #COVIDEmergency,in
"@zainabsikander Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
"Over 1,000 test positive for #COVID19 at Kumbh Mela in 48 hours  The virus was detected in more than 1,000 people in just 48 hours in the city of Haridwar, which lies along the holy river where the #KumbhMela is being observed, officials said. #KumbhMela2021....  https://t.co/OJEXhq0T9D",en
"Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
"@htTweets @BJP4India This had to happen. You could postpone all elections planned for this year as well as kumbh mela. You win these elections or not,people are certainly not happy with the way you risked their lives.Last year's #COVID19 control was much better so y not the same this year?",en
"1,701 people tested positive for #COVID19 in Haridwar Kumbh Mela area from April 10 to 14: Officials (Agencies)  • Hawk Eye Port Blair",en
"Kumbh Mela: Akhara head from Madhya Pradesh, who had tested positive for #Covid19, dies   https://t.co/lrg4uf3kaU",en
UP and Bihar registered an unbelievable Covid19 spike of 934% and 1050% in a week (NDTV). Kumbh Mela will continue till April 30.,en
"@zainabsikander Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
Politician says kumbh mela was organized so that #COVID19 goes missing like children from 90's movies #KumbhCorona  https://t.co/NJbuuCoiDz,en
"@BT_India Haridwar Kumbh Mela not yet Banned or restricted on COVID19 pendamic infection. at Mela jurisdiction, where as Ramdhan prayers were restricted to fallow COVID19 rules by Supreme Court, the Issue pertaining to Kumbh should consider on the basis of this order to fallow restrictions  https://t.co/ChbT5lMoH4",en
"@SushantBSinha Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun @ANI",en
"No wonder PRESTI showing   ""Kumbh Mela pix from Prayagraj in 2019...🤔 Thookiyas lying through their teeth during Ramadan.. yak #KumbhMela2021 #Covid19",en
"#Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun",en
"A total of 2167 people were found positive for coronavirus in Haridwar -- the place where the month-long #KumbhMela is going on -- in the last five days. Despite a record surge in #COVID19 cases, the Kumbh Mela will continue till April 30, officials said.  https://t.co/kwcqbBTbyc",en
"Very cleverly you didn't say ""Kumbh Mela in Haridwar"", because the pix is from Prayagraj in 2019...  What was your intention?  #KumbhMela2021 #Covid19",en
"Kumbh Mela turns into ‘Super Spreader’, over 1700 people tests positive in last four days   https://t.co/Gjc8TLL2xb  #COVID19 #kumbhmela2021 #Kumbsuperspreader #kumbh2021 #kumbhmela #kumbhmelaharidwar #TrueScoopNews #tabliquizamaat #HaridwarMahakumbh2021 #news #Haridwar",en
"Covid-19 India News: Kumbh Mela at Haridwar can become a super spreader of #COVID as there has been clear violation of COVID appropriate behavior at the event, says AIIMS' @drasmalhi. @kabir_naqvi #COVID19 #KumbhMela",en
"Covid-19 India News: Kumbh Mela at Haridwar can become a super spreader of #COVID as there has been clear violation of COVID appropriate behavior at the event, says AIIMS' @drasmalhi. @kabir_naqvi #COVID19 #KumbhMela  https://t.co/0HLoDeSaT2",en
#COVID19 is real and Kumbh mela is a Disaster!!  #KumbhCorona,en
"Thousands participating in rallies,Kumbh mela etc etc. Now Surge in Covid19 cases surprising people. PM posting online saying See how many thousands participated and then at 8 pm giving lectures about social distancing. Mean,How dumb one can be to listen to him? Pathetic",en
"I was surprised to see how many people's were there at Kumbh Mela , Our so called Politician's  are still doing Rallies where you can see thousands of people...I  almost died with COVID19  even taking so much of precautions...",en
#COVID19 is real and Kumbh mela is a Disaster!!  #KumbhCorona  https://t.co/uccY92PWAk,en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"14 April: Maa Ganga’s blessings are there in the flow. So, there should be no #Corona claimed Uttarakhand Chief Minister Tirath Singh Rawat   15 April: 1,701 people have tested positive for #COVID19 in Haridwar Kumbh Mela area from April 10 to 14, 2021",en
"Even for a PM keen on using social media to propagate his and his party's ideology, the election rallies and Kumbh Mela are surely unmitigated PR disasters. That they continue unabated, smacks of a moral compass devoid of empathy and overall sense of goodwill #Covid19",en
#COVID19 is real and Kumbh mela is a Disaster!!  #KumbhCorona  https://t.co/UG0pujVVux,en
"Over 2,000 COVID-19 Cases Reported in Haridwar in Last Five Days; Kumbh Mela to Continue  #BaisakhiShahiSnan #COVID19 #Haridwar #KumbhMela #NizamuddinMarkaz   https://t.co/UP2FfaELoc  https://t.co/djMbmfWrgq",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela  https://t.co/dZxJVJOx3l",en
#COVID19 is real and Kumbh mela is a Disaster!!  #KumbhCorona,en
#COVID19 is real and Kumbh mela is a Disaster!!  #KumbhCorona,en
RSS Hosted Kumbh mela along with becoming an Ally of #Covid19 Virus!!  #KumbhCorona   https://t.co/GyzqmMYr89,en
#COVID19 is real and Kumbh mela is a Disaster!!  #KumbhCorona  https://t.co/33WmAO89mD,en
"#KumbhMela2021 Fake news busted: Treveni Sangam, Prayagraj 2019 photo used for Kumbh Mela 2021.   #COVID19 #India",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun  #COVID19India",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"@amitmalviya Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun",en
"Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun  @TIRATHSRAWAT @drharshvardhan @narendramodi",en
"Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun",en
"Vote ke liye neta log Desh bech de. Abhi Kumbh Mela, Baisakhi celebrations at golden temple, Ramzan celebrations in Hyderabad, political rallies in elections states Ka Asar dekhna baaki hai  Now #COVID19 says #KhelaHobe   #COVIDSecondWave",in
"Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun",en
"Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun #Uttrakhand  #Covid19  @AAPUttarakhand",en
Mr Rawat also stressed that the ongoing Kumbh Mela in Haridwar should not be compared with the Nizamuddin Markaz which was held in a closed space and attended even by foreigners #kumbhcorona #COVID19  #COVID19India,en
"Several sadhus &amp; seers were also seen flouting Covid-19 protocol at the Kumbh Mela, Many of them have also tested positive for the disease. What our godi media call them now?   #KumbhCorona #COVID19India  #COVID19  @BBCWorld",en
Regarding the Kumbh Mela experts have warned that holding such a large gathering in the midst of a raging pandemic can prove to be catastrophic and severely impede India's fight against the deadly viral disease.  #KumbhCorona #COVID19India  #COVID19 @BBCBreaking,en
"#Uttarakhand  Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for #COVID19: Kailash Hospital, #Dehradun #CGNews",en
"कुम्भ चलेगा क्यूंकि खुले में हो रहा.  गंगा मैय्या सबका भला करेंगी जो खुद त्राहि त्राहि कर रहीं है.. Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash हॉस्पिटल @krishan018",und
Concern is that people attending the Kumbh Mela come from different parts of the country.  Experts fear non-observance of Covid-19 protocol may result in the infection spreading to several states  #KumbhCorona #COVID19  #COVID19India  @BBCBreaking,en
The Haridwar Kumbh Mela is being held at a time when India is battered by the second wave of Covid-19 And tablig jamath was held wen India had less than 600 cases..But it was a act of terrorism as per indian media  #KumbhCorona #COVID19 #COVID19India,en
"So all who preached that Kumbh is safe..  Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19 #Mahakumbh #COVIDSecondWave",en
More than 2 lakh cases of Corona Virus in 24 Hours | Kumbh Mela and Assembly Elections Continue   #Corona #COVID19 #MahaKumbh #kumbhmela #kumbh #assembly #assemblyelection2021 #lockdown #curfew #delhicurfew  https://t.co/vGm6UjXW3H,en
"Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun  ~ANI",en
"Limit of 100 imposed on weddings , 50 for funerals , 8 phase of elections, 20,00,000 for kumbh mela  Modi’s one nation , one Law  #KumbhCorona #COVID19  #COVID19India",en
"Uttarakhand | Nirvani Akhara's Kapildev who was in Haridwar to take part in Kumbh Mela, passed away at the hospital today after he tested positive for COVID19: Kailash Hospital, Dehradun",en
"Kumbh is the new hotspot nd epicenter of the 2nd wave of covid19 in India.  Do the godi media have the guts to telecast breaking news as.  Limit of 100 imposed on weddings , 50 for funerals ,8 phase of elections, 20,00,000 for kumbh mela  Modi’s one nation ,one Law  #KumbhCorona",en
Tablig jamath was held when health minister said no health emergency but kumbh mela was held when health ministry warned of this event being superspreader. Kumbh is the new corona hotspot  #kumbhCorona #COVID19  #COVID19India,en
"The new wave of covid19 is solely because of Kumbh mela, as there were over 32 lakh super spreaders  attended the kumbh mela.  #KumbhCorona",en
FAKE ALERT: 2019 photo showing large crowd passed off as 2021 Kumbh Mela amid second wave of #COVID19    https://t.co/laizcNSWiE,en
#COVID19 have effected the whole world adversely but Indian Government didn’t initiate ample precautionary measures to avoid the spread of COVID. Allowed Kumbh Mela to happen &amp; Millions gathered risking lives of another several millions! #KumbhCorona    https://t.co/q78TwOuExJ,en
After viewing the current scenario of KUMBH MELA 2021... #COVIDSecondWaveInIndia #KumbhMela #COVIDEmergency #COVID19 #CoronaCurfew @MoHFW_INDIA MEANWHILE COVID:  https://t.co/aVl4dhaY3p,en
"1,701 have tested positive for #COVID-19 in the #Haridwar #KumbhMela area from April 10 to 14.   More RT-PCR test reports are awaited &amp; the number of infected persons in the Kumbh Mela Kshetra is likely to climb to 2,000.  #Coronavirus #COVID19   https://t.co/4vm3laoBIm",en
"Over 1000 test positive for #COVID19 at kumbh Mela in 48 hours.  The media, which has been quick to criticize the Tabligh conventions, has remained silent on the Kumbh Mela  Delhi HC refuses to allow entry of 50 ppl @ Markaz Mosque while lakhs permitted to assemble at #KumbhMela",en
"I have heard BJP spokespersons saying don't compare markaz event with Kumbh Mela ,I agree on it 100%. #KumbhMela  #COVID19  #COVIDEmergency  #TablighiJamaat  #Markaz  https://t.co/N8q4WYReeY",en
"@ThePlacardGuy @timesofindia @TOICitiesNews Sirf Kumbh Mela ko hi Kyu Target kar rahe ho? Criticism should be from both the sides. Criticise karna hich hai, Toh Sabko karo na. Partiality kyu kar rahe ho? #KumbhMela  #COVIDSecondWave  #MaskUpIndia  #SocialDistancing  #WashYourHands  #COVID19India  #COVID19  #Emergency  https://t.co/ZLUpq9cJXG",hi
India half way to herd immunity. The herd is at the Kumbh Mela. Immunity will come in later. 😅😀 #COVID19,en
Kumbh Mela  கும்பமேளா  #asiavilletamil #asiavilletamiltoons #kumbhmela #kumbhmela2021 #kumbhamela #secondwave #secondwavecorona #corona #covid_19 #covid19 #COVIDSecondWave #CovidVaccine  https://t.co/0Sn6HjhMDD,und
